id,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACTION_TYPE
P47900,P2Y purinoceptor 1,GPCR,P2RY1_HUMAN,ANTAGONIST
P41231,P2Y purinoceptor 2,GPCR,P2RY2_HUMAN,ANTAGONIST
Q96G91,P2Y purinoceptor 11,GPCR,P2Y11_HUMAN,ANTAGONIST
Q9BPV8,P2Y purinoceptor 13,GPCR,P2Y13_HUMAN,ANTAGONIST
Q5VLE3,RmtA,Enzyme,Q5VLE3_EMEND,
O15648,ATP-dependent 6-phosphofructokinase,Kinase,PFKA_TRYBB,
O94806|P05129|P05771|P17252|P24723|P41743|Q02156|Q04759|Q05513|Q05655|Q15139,Protein kinase C (PKC),Kinase,KPCD3_HUMAN|KPCG_HUMAN|KPCB_HUMAN|KPCA_HUMAN|KPCL_HUMAN|KPCI_HUMAN|KPCE_HUMAN|KPCT_HUMAN|KPCZ_HUMAN|KPCD_HUMAN|KPCD1_HUMAN,
Q80Z26,Nucleoside triphosphate diphosphohydrolase 3,Enzyme,Q80Z26_RAT,
O35795,Ectonucleoside triphosphate diphosphohydrolase 2,Enzyme,ENTP2_RAT,
P49654,P2X purinoceptor 3,Unclassified,P2RX3_RAT,ANTAGONIST
P49653,P2X purinoceptor 2,Unclassified,P2RX2_RAT,ANTAGONIST
P47824,P2X purinoceptor 1,Unclassified,P2RX1_RAT,ANTAGONIST
P51578,P2X purinoceptor 5,Unclassified,P2RX5_RAT,ANTAGONIST
P42224,Signal transducer and activator of transcription 1-alpha/beta,Unclassified,STAT1_HUMAN,
P42229,Signal transducer and activator of transcription 5A,Unclassified,STA5A_HUMAN,
P51692,Signal transducer and activator of transcription 5B,Unclassified,STA5B_HUMAN,
P30969,Gonadotropin-releasing hormone receptor,GPCR,GNRHR_RAT,AGONIST
Q4WLT4,"1,3-beta-glucan synthase catalytic subunit FksP",Enzyme,Q4WLT4_ASPFU,INHIBITOR
O13383,"1,3-beta-D-glucan synthase catalytic subunit",Unclassified,O13383_CANAX,
P30988,Calcitonin receptor,GPCR,CALCR_HUMAN,AGONIST
P47871,Glucagon receptor,GPCR,GLR_HUMAN,AGONIST
P30082,Glucagon receptor,GPCR,GLR_RAT,
F8V479,Glucagon-like peptide 1 receptor,GPCR,F8V479_MACFA,
O35659,Glucagon-like peptide 1 receptor,GPCR,GLP1R_MOUSE,
O08858|P30873|P30875|P30935|P49660,Somatostatin receptor,GPCR,SSR5_MOUSE|SSR1_MOUSE|SSR2_MOUSE|SSR3_MOUSE|SSR4_MOUSE,
P28646|P30680|P30936|P30937|P30938,Somatostatin receptor,GPCR,SSR1_RAT|SSR2_RAT|SSR3_RAT|SSR4_RAT|SSR5_RAT,
O96529,Acetylcholinesterase,Enzyme,O96529_MELIC,
P30559,Oxytocin receptor,GPCR,OXYR_HUMAN,ANTAGONIST
Q969F8,KiSS-1 receptor,GPCR,KISSR_HUMAN,
P04798,Cytochrome P450 1A1,Enzyme,CP1A1_HUMAN,
Q9Z258,Potassium channel subfamily T member 1,Ion channel,KCNT1_RAT,ACTIVATOR
Q9UBN7,Histone deacetylase 6,Enzyme,HDAC6_HUMAN,INHIBITOR
Q969S8,Histone deacetylase 10,Enzyme,HDA10_HUMAN,INHIBITOR
P54577,"Tyrosine--tRNA ligase, cytoplasmic",Enzyme,SYYC_HUMAN,
P03887,NADH-ubiquinone oxidoreductase chain 1 ,Unclassified,NU1M_BOVIN,
Q8R4D5,Transient receptor potential cation channel subfamily M member 8,Ion channel,TRPM8_MOUSE,
Q704Y3,Transient receptor potential cation channel subfamily V member 1,Ion channel,TRPV1_MOUSE,ACTIVATOR
Q9NJH6,Ace-orthologous acetylcholinesterase; Acetylcholinesterase,Unclassified,Q9NJH6_NEPCI,
Q7YWJ9,Acetylcholinesterase,Enzyme,Q7YWJ9_MUSDO,
K4JQ36,Acetylcholinesterase,Enzyme,K4JQ36_9HEMI,
P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",Enzyme,CPSM_HUMAN,POSITIVE ALLOSTERIC MODULATOR
Q05193,Dynamin-1,Structural,DYN1_HUMAN,
P42575,Caspase-2,Enzyme,CASP2_HUMAN,
Q8TDU6,G-protein coupled bile acid receptor 1,GPCR,GPBAR_HUMAN,AGONIST
P21731,Thromboxane A2 receptor,GPCR,TA2R_HUMAN,ANTAGONIST
P30987,Thromboxane A2 receptor,GPCR,TA2R_MOUSE,ANTAGONIST
Q8TDS5,Oxoeicosanoid receptor 1,GPCR,OXER1_HUMAN,
P19793,Retinoic acid receptor RXR-alpha,Nuclear other,RXRA_HUMAN,
P24723,Protein kinase C eta type,Kinase,KPCL_HUMAN,
P16232,Corticosteroid 11-beta-dehydrogenase isozyme 1,Enzyme,DHI1_RAT,
P50233,Corticosteroid 11-beta-dehydrogenase isozyme 2,Enzyme,DHI2_RAT,
Q9CPU0,Lactoylglutathione lyase,Enzyme,LGUL_MOUSE,
Q92731,Estrogen receptor beta,Nuclear hormone receptor,ESR2_HUMAN,AGONIST
Q01812,"Glutamate receptor ionotropic, kainate 4",Ion channel,GRIK4_RAT,
Q63273,"Glutamate receptor ionotropic, kainate 5",Ion channel,GRIK5_RAT,
P22756|P42260|P42264|Q01812|Q63273,"Glutamate receptor ionotropic, kainate",Ion channel,GRIK1_RAT|GRIK2_RAT|GRIK3_RAT|GRIK4_RAT|GRIK5_RAT,
P25044,Tyrosine-protein phosphatase 1,Enzyme,PTP1_YEAST,
Q13822,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,Enzyme,ENPP2_HUMAN,
P05121,Plasminogen activator inhibitor 1,Secreted,PAI1_HUMAN,INHIBITOR
P04303,Uracil-DNA glycosylase,Enzyme,UNG_VACCW,
P03372|Q92731,Estrogen receptor,Nuclear hormone receptor,ESR1_HUMAN|ESR2_HUMAN,AGONIST
P03952,Plasma kallikrein,Enzyme,KLKB1_HUMAN,
P19327,5-hydroxytryptamine receptor 1A,GPCR,5HT1A_RAT,ANTAGONIST
O88704,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,Ion channel,HCN1_MOUSE,
O88703,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Ion channel,HCN2_MOUSE,
O60741,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,Ion channel,HCN1_HUMAN,BLOCKER
Q9UL51,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Ion channel,HCN2_HUMAN,BLOCKER
Q9P1Z3,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,Ion channel,HCN3_HUMAN,BLOCKER
P15090,"Fatty acid-binding protein, adipocyte",Cytosolic other,FABP4_HUMAN,
P05413,"Fatty acid-binding protein, heart",Cytosolic other,FABPH_HUMAN,
Q14721,Potassium voltage-gated channel subfamily B member 1,Ion channel,KCNB1_HUMAN,ACTIVATOR
Q5NUL3,Free fatty acid receptor 4,GPCR,FFAR4_HUMAN,AGONIST
O34667,S-ribosylhomocysteine lyase,Unclassified,LUXS_BACSU,
P36633,Amiloride-sensitive amine oxidase [copper-containing],Enzyme,AOC1_RAT,
P14324,Farnesyl pyrophosphate synthase,Enzyme,FPPS_HUMAN,
Q01705,Neurogenic locus notch homolog protein 1,Unclassified,NOTC1_MOUSE,
Q01469,"Fatty acid-binding protein, epidermal",Cytosolic other,FABP5_HUMAN,
P07148,"Fatty acid-binding protein, liver",Unclassified,FABPL_HUMAN,
Q99720,Sigma non-opioid intracellular receptor 1,Membrane receptor,SGMR1_HUMAN,MODULATOR
P04015,Regulatory protein E2,Unclassified,VE2_HPV11,
P03118,Regulatory protein E2,Unclassified,VE2_HPV1A,
P04350|P07437|P68363|P68366|P68371|Q13509|Q13748|Q13885|Q3ZCM7|Q6PEY2|Q71U36|Q9BQE3|Q9BUF5|Q9BVA1|Q9H4B7,Tubulin,Structural,TBB4A_HUMAN|TBB5_HUMAN|TBA1B_HUMAN|TBA4A_HUMAN|TBB4B_HUMAN|TBB3_HUMAN|TBA3C_HUMAN|TBB2A_HUMAN|TBB8_HUMAN|TBA3E_HUMAN|TBA1A_HUMAN|TBA1C_HUMAN|TBB6_HUMAN|TBB2B_HUMAN|TBB1_HUMAN,
P03120,Human papillomavirus regulatory protein E2,Unclassified,VE2_HPV16,
P18762,Beta-2 adrenergic receptor,GPCR,ADRB2_MOUSE,
P51575,P2X purinoceptor 1,Ion channel,P2RX1_HUMAN,
P06493,Cyclin-dependent kinase 1,Kinase,CDK1_HUMAN,
P53350,Serine/threonine-protein kinase PLK1,Kinase,PLK1_HUMAN,
P48147,Prolyl endopeptidase,Enzyme,PPCE_HUMAN,
P04054,Phospholipase A2,Enzyme,PA21B_HUMAN,
P39900,Macrophage metalloelastase,Enzyme,MMP12_HUMAN,
P45452,Collagenase 3,Enzyme,MMP13_HUMAN,
P06737,"Glycogen phosphorylase, liver form",Enzyme,PYGL_HUMAN,
Q00534,Cyclin-dependent kinase 6,Kinase,CDK6_HUMAN,
P0AEK4,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Enzyme,FABI_ECOLI,
Q965D5,Enoyl-acyl-carrier protein reductase,Enzyme,Q965D5_PLAFA,
P28074,Proteasome subunit beta type-5,Enzyme,PSB5_HUMAN,
P10584,Malate dehydrogenase,Enzyme,MDH_THETH,
P21588,5'-nucleotidase,Enzyme,5NTD_RAT,
Q965D6,3-oxoacyl-acyl-carrier protein reductase,Enzyme,Q965D6_PLAFA,
Q965D7,Beta-hydroxyacyl-ACP dehydratase; Fatty acid synthesis protein,Enzyme,Q965D7_PLAFA,
P27986,Phosphatidylinositol 3-kinase regulatory subunit alpha,Kinase,P85A_HUMAN,
Q9NPH5,NADPH oxidase 4,Enzyme,NOX4_HUMAN,
Q1CTD3,D-alanine--D-alanine ligase,Enzyme,DDL_HELPH,
Q9HC98,Serine/threonine-protein kinase Nek6,Kinase,NEK6_HUMAN,
P06493|P14635,Cyclin-dependent kinase 1/cyclin B1,Kinase,CDK1_HUMAN|CCNB1_HUMAN,
Q00535|Q15078,Cyclin-dependent kinase 5/CDK5 activator 1,Kinase,CDK5_HUMAN|CD5R1_HUMAN,
O95067|P06493|P14635|Q8WWL7,Cyclin-dependent kinase 1/cyclin B,Kinase,CCNB2_HUMAN|CDK1_HUMAN|CCNB1_HUMAN|CCNB3_HUMAN,
P11802|P24385,Cyclin-dependent kinase 4/cyclin D1,Kinase,CDK4_HUMAN|CCND1_HUMAN,
P49840|P49841,Glycogen synthase kinase-3,Kinase,GSK3A_HUMAN|GSK3B_HUMAN,
Q9UL62,Short transient receptor potential channel 5,Ion channel,TRPC5_HUMAN,
Q99895,Chymotrypsin C,Enzyme,CTRC_HUMAN,
Q03114,Cell division protein kinase 5,Kinase,CDK5_RAT,
Q9NWT6,Hypoxia-inducible factor 1-alpha inhibitor,Enzyme,HIF1N_HUMAN,
P07862,D-alanylalanine synthetase,Enzyme,DDLB_ECOLI,
P28907,Lymphocyte differentiation antigen CD38,Tumour-associated antigen,CD38_HUMAN,
Q01062,Phosphodiesterase 2A,Enzyme,PDE2A_RAT,
P41921,Glutathione reductase,Enzyme,GSHR_YEAST,
P11168,"Solute carrier family 2, facilitated glucose transporter member 2",Transporter,GTR2_HUMAN,
Q14576,ELAV-like protein 3,Unclassified,ELAV3_HUMAN,
Q15717,ELAV-like protein 1,Unclassified,ELAV1_HUMAN,
P19357,"Solute carrier family 2, facilitated glucose transporter member 4",Transporter,GLUT4_RAT,
Q8NFU5,Inositol polyphosphate multikinase,Kinase,IPMK_HUMAN,
Q9UHH9,Inositol hexakisphosphate kinase 2,Kinase,IP6K2_HUMAN,
P02708|P07510|P11230|Q04844|Q07001,Muscle-type nicotinic acetylcholine receptor,Ion channel,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHE_HUMAN|ACHD_HUMAN,ANTAGONIST
Q8WQX9,Phosphodiesterase,Enzyme,Q8WQX9_9TRYP,
P05771,Protein kinase C beta type,Kinase,KPCB_HUMAN,
Q05655,Protein kinase C delta type,Kinase,KPCD_HUMAN,
P22694,cAMP-dependent protein kinase catalytic subunit beta,Kinase,KAPCB_HUMAN,
P05129,Protein kinase C gamma type,Kinase,KPCG_HUMAN,
Q9Y243,RAC-gamma serine/threonine-protein kinase,Kinase,AKT3_HUMAN,
Q13237,cGMP-dependent protein kinase 2,Kinase,KGP2_HUMAN,
O76039,Cyclin-dependent kinase-like 5,Kinase,CDKL5_HUMAN,
P41743,Protein kinase C iota type,Kinase,KPCI_HUMAN,
O60331,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,Kinase,PI51C_HUMAN,
P05696|P09215|P09216|P09217|P63319|P68403|Q64617|Q9WTQ0,Protein kinase C (PKC),Kinase,KPCA_RAT|KPCD_RAT|KPCE_RAT|KPCZ_RAT|KPCG_RAT|KPCB_RAT|KPCL_RAT|KPCT_RAT,
Q13554|Q13555|Q13557|Q9UQM7,CaM kinase II,Kinase,KCC2B_HUMAN|KCC2G_HUMAN|KCC2D_HUMAN|KCC2A_HUMAN,
Q9GZQ4,Neuromedin-U receptor 2,GPCR,NMUR2_HUMAN,
P35351,Type-2 angiotensin II receptor,GPCR,AGTR2_RAT,ANTAGONIST
P26684,Endothelin-1 receptor,GPCR,EDNRA_RAT,ANTAGONIST
P01112,GTPase HRas,Cytosolic other,RASH_HUMAN,
P08913|P18089|P18825|P25100|P35348|P35368,Adrenergic receptor alpha,GPCR,ADA2A_HUMAN|ADA2B_HUMAN|ADA2C_HUMAN|ADA1D_HUMAN|ADA1A_HUMAN|ADA1B_HUMAN,AGONIST
O75936,Gamma-butyrobetaine dioxygenase,Enzyme,BODG_HUMAN,
P0DJD9,Pepsin A-5,Enzyme,PEPA5_HUMAN,
P49638,Alpha-tocopherol transfer protein,Transporter,TTPA_HUMAN,
P95276,Epoxide hydrolase; Epoxide hydrolase EphB,Enzyme,P95276_MYCTO,
P07099,Epoxide hydrolase 1,Enzyme,HYEP_HUMAN,
Q9D379,Epoxide hydrolase 1,Enzyme,HYEP_MOUSE,
P16152,Carbonyl reductase [NADPH] 1,Enzyme,CBR1_HUMAN,
Q6GI75,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,Enzyme,FABI_STAAR,
P54616,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,Enzyme,FABI_BACSU,
Q6UCJ9,Enoyl-acyl carrier reductase; Enoyl-acyl carrier reductase ENR,Enzyme,Q6UCJ9_TOXGO,
Q9BJJ9,Enoyl-ACP reductase,Enzyme,Q9BJJ9_PLAFA,
Q9RMI3,Enoyl-[acyl-carrier-protein] reductase [NADPH],Enzyme,Q9RMI3_STAAU,
M9TGV3,Enoyl-[acyl-carrier-protein] reductase [NULLDH],Enzyme,M9TGV3_MYCTX,
P51582,P2Y purinoceptor 4,GPCR,P2RY4_HUMAN,AGONIST
Q15077,P2Y purinoceptor 6,GPCR,P2RY6_HUMAN,AGONIST
Q96G91,P2Y purinoceptor 11,GPCR,P2Y11_HUMAN,AGONIST
P97321,Prolyl endopeptidase FAP,Enzyme,SEPR_MOUSE,
E1BI31,Dipeptidyl peptidase 9,Unclassified,E1BI31_BOVIN,
P34969,5-hydroxytryptamine receptor 7,GPCR,5HT7R_HUMAN,AGONIST
P30994,5-hydroxytryptamine receptor 2B,GPCR,5HT2B_RAT,ANTAGONIST
P09874,Poly [ADP-ribose] polymerase 1,Enzyme,PARP1_HUMAN,
P35372,Mu-type opioid receptor,GPCR,OPRM_HUMAN,MODULATOR
P22736,Nuclear receptor subfamily 4 group A member 1,Nuclear other,NR4A1_HUMAN,
O75343|P33402|Q02108|Q02153,Soluble guanylate cyclase,Enzyme,GCYB2_HUMAN|GCYA2_HUMAN|GCYA3_HUMAN|GCYB1_HUMAN,
P36544,Neuronal acetylcholine receptor subunit alpha-7,Ion channel,ACHA7_HUMAN,ALLOSTERIC MODULATOR
P23415|P23416|O75311|P48167,Glycine Receptor,Ion channel,GLRA1_HUMAN|GLRA2_HUMAN|GLRA3_HUMAN|GLRB_HUMAN,AGONIST
P91730,Glutamate-gated chloride channel,Ion channel,GLUCB_HAECO,MODULATOR
Q25634,Glutamate-gated chloride channel,Ion channel,Q25634_ONCVO,MODULATOR
P11507,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Enzyme,AT2A2_RAT,
P06685,Sodium/potassium-transporting ATPase subunit alpha-1,Enzyme,AT1A1_RAT,
Q64578,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Enzyme,AT2A1_RAT,
P51577,P2X purinoceptor 4,Unclassified,P2RX4_RAT,ALLOSTERIC MODULATOR
P00371,D-amino-acid oxidase,Unclassified,OXDA_PIG,
P11344,Tyrosinase,Enzyme,TYRO_MOUSE,
B2ZB02,Tyrosinase,Unclassified,B2ZB02_BACME,
Q00024,Polyphenol oxidase 1,Enzyme,PPO1_AGABI,
Q9NQS5,G-protein coupled receptor 84,GPCR,GPR84_HUMAN,
P47901,Vasopressin V1b receptor,GPCR,V1BR_HUMAN,ANTAGONIST
P13674,Prolyl 4-hydroxylase subunit alpha-1,Enzyme,P4HA1_HUMAN,
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Enzyme,PLOD1_HUMAN,
Q9UGH3,Solute carrier family 23 member 2,Transporter,S23A2_HUMAN,
Q9UHI7,Solute carrier family 23 member 1,Transporter,S23A1_HUMAN,
P00689,Pancreatic alpha-amylase,Enzyme,AMYP_RAT,
P0DJD9,Pepsin A-5,Enzyme,PEPA5_HUMAN,INHIBITOR
P23416,Glycine receptor subunit alpha-2,Ion channel,GLRA2_HUMAN,ALLOSTERIC MODULATOR
O75311,Glycine receptor subunit alpha-3,Ion channel,GLRA3_HUMAN,ALLOSTERIC MODULATOR
Q14330,N-arachidonyl glycine receptor,GPCR,GPR18_HUMAN,
P47746,Cannabinoid receptor 1,GPCR,CNR1_MOUSE,
Q9Y2T6,G-protein coupled receptor 55,GPCR,GPR55_HUMAN,
P21554|P34972,Cannabinoid receptor,GPCR,CNR1_HUMAN|CNR2_HUMAN,
P20272|Q9QZN9,Cannabinoid receptor,GPCR,CNR1_RAT|CNR2_RAT,
Q00788,Vasopressin V2 receptor,GPCR,V2R_RAT,ANTAGONIST
P30560,Vasopressin V1a receptor,GPCR,V1AR_RAT,ANTAGONIST
O43526,Potassium voltage-gated channel subfamily KQT member 2,Ion channel,KCNQ2_HUMAN,BLOCKER
Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,Ion channel,HCN4_HUMAN,BLOCKER
P22607,Fibroblast growth factor receptor 3,Kinase,FGFR3_HUMAN,INHIBITOR
P11362,Fibroblast growth factor receptor 1,Kinase,FGFR1_HUMAN,INHIBITOR
Q08881,Tyrosine-protein kinase ITK/TSK,Kinase,ITK_HUMAN,INHIBITOR
P21127,Cyclin-dependent kinase 11B,Kinase,CD11B_HUMAN,
Q9UQ88,Cyclin-dependent kinase 11A,Kinase,CD11A_HUMAN,
Q02779,Mitogen-activated protein kinase kinase kinase 10,Kinase,M3K10_HUMAN,
Q6P3R8,Serine/threonine-protein kinase Nek5,Kinase,NEK5_HUMAN,
Q13233,Mitogen-activated protein kinase kinase kinase 1,Kinase,M3K1_HUMAN,
Q9UQL6,Histone deacetylase 5,Enzyme,HDAC5_HUMAN,INHIBITOR
Q8WUI4,Histone deacetylase 7,Enzyme,HDAC7_HUMAN,INHIBITOR
Q9BY41,Histone deacetylase 8,Enzyme,HDAC8_HUMAN,INHIBITOR
P56524,Histone deacetylase 4,Enzyme,HDAC4_HUMAN,
Q9UKV0,Histone deacetylase 9,Enzyme,HDAC9_HUMAN,INHIBITOR
O15379|Q9Y618,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Transcription factor,HDAC3_HUMAN|NCOR2_HUMAN,
O15379|O75376,Histone deacetylase 3/NCoR1,Transcription factor,HDAC3_HUMAN|NCOR1_HUMAN,
Q9Z2V5,Histone deacetylase 6,Enzyme,HDAC6_MOUSE,
O15379|P56524|Q13547|Q8WUI4|Q92769|Q969S8|Q96DB2|Q9BY41|Q9UBN7|Q9UKV0|Q9UQL6,Histone deacetylase,Enzyme,HDAC3_HUMAN|HDAC4_HUMAN|HDAC1_HUMAN|HDAC7_HUMAN|HDAC2_HUMAN|HDA10_HUMAN|HDA11_HUMAN|HDAC8_HUMAN|HDAC6_HUMAN|HDAC9_HUMAN|HDAC5_HUMAN,INHIBITOR
Q14831,Metabotropic glutamate receptor 7,GPCR,GRM7_HUMAN,AGONIST
O15303,Metabotropic glutamate receptor 6,GPCR,GRM6_HUMAN,AGONIST
P51788,Chloride channel protein 2,Ion channel,CLCN2_HUMAN,OPENER
Q9UQL6,Histone deacetylase 5,Enzyme,HDAC5_HUMAN,
Q92769,Histone deacetylase 2,Enzyme,HDAC2_HUMAN,INHIBITOR
O15379,Histone deacetylase 3,Enzyme,HDAC3_HUMAN,INHIBITOR
Q8WUI4,Histone deacetylase 7,Enzyme,HDAC7_HUMAN,
Q9UKV0,Histone deacetylase 9,Enzyme,HDAC9_HUMAN,
Q94F81,HD2 type histone deacetylase HDA106; Histone deacetylase 2b; Uncharacterized protein,Enzyme,Q94F81_MAIZE,
O09106,Histone deacetylase 1,Enzyme,HDAC1_MOUSE,
Q9ZTP8,Histone deacetylase,Enzyme,Q9ZTP8_MAIZE,
Q9XYC7,Histone deacetylase,Enzyme,Q9XYC7_PLAFA,
Q70I53,Histone deacetylase-like amidohydrolase,Enzyme,HDAH_ALCSD,
Q96DB2,Histone deacetylase 11,Enzyme,HDA11_HUMAN,
Q7K6A1,Histone deacetylase,Enzyme,Q7K6A1_PLAF7,
O15379|P56524|Q13547|Q8WUI4|Q92769|Q969S8|Q96DB2|Q9BY41|Q9UBN7|Q9UKV0|Q9UQL6,Histone deacetylase,Enzyme,HDAC3_HUMAN|HDAC4_HUMAN|HDAC1_HUMAN|HDAC7_HUMAN|HDAC2_HUMAN|HDA10_HUMAN|HDA11_HUMAN|HDAC8_HUMAN|HDAC6_HUMAN|HDAC9_HUMAN|HDAC5_HUMAN,
O15379|Q13547|Q9BY41|Q9UQL6,Histone deacetylase 1/3/5/8,Enzyme,HDAC3_HUMAN|HDAC1_HUMAN|HDAC8_HUMAN|HDAC5_HUMAN,
Q13547|Q92769,Histone deacetylase (HDAC1 and HDAC2),Enzyme,HDAC1_HUMAN|HDAC2_HUMAN,
B1WBY8|Q4QQW4|Q5RJZ2|Q6P6W3|Q99P96|Q99P97|Q99P99,Histone deacetylase,Enzyme,B1WBY8_RAT|HDAC1_RAT|Q5RJZ2_RAT|HDAC3_RAT|HDAC7_RAT|Q99P97_RAT|HDAC4_RAT,
A5H660,Histone deacetylase 8,Unclassified,A5H660_SCHMA,
P24527,Leukotriene A-4 hydrolase,Enzyme,LKHA4_MOUSE,
P07314,Gamma-glutamyltranspeptidase 1,Enzyme,GGT1_RAT,
P63116,Asc-type amino acid transporter 1,Unclassified,AAA1_RAT,
P21554,Cannabinoid receptor 1,GPCR,CNR1_HUMAN,ANTAGONIST
Q2VKV7,Sodium channel protein,Ion channel,Q2VKV7_SARSC,BLOCKER
O95470,Sphingosine-1-phosphate lyase 1,Enzyme,SGPL1_HUMAN,
P21453,Sphingosine 1-phosphate receptor 1,GPCR,S1PR1_HUMAN,AGONIST
Q9H228,Sphingosine 1-phosphate receptor 5,GPCR,S1PR5_HUMAN,AGONIST
O95977,Sphingosine 1-phosphate receptor 4,GPCR,S1PR4_HUMAN,AGONIST
Q99500,Sphingosine 1-phosphate receptor 3,GPCR,S1PR3_HUMAN,AGONIST
Q923J1,Transient receptor potential cation channel subfamily M member 7,Ion channel,TRPM7_MOUSE,BLOCKER
P61169,D(2) dopamine receptor,GPCR,DRD2_RAT,ANTAGONIST
P19327,5-hydroxytryptamine receptor 1A,GPCR,5HT1A_RAT,AGONIST
P07711,Cathepsin L1,Enzyme,CATL1_HUMAN,
P10619,Lysosomal protective protein,Enzyme,PPGB_HUMAN,INHIBITOR
O60911,Cathepsin L2,Enzyme,CATL2_HUMAN,
P43235,Cathepsin K,Enzyme,CATK_HUMAN,
P25774,Cathepsin S,Enzyme,CATS_HUMAN,
Q9UBX1,Cathepsin F,Enzyme,CATF_HUMAN,
A3EZI9|D2K2A8,"Hepatitis C virus serine protease, NS3/NS4A",Enzyme,A3EZI9_9HEPC|D2K2A8_9HEPC,INHIBITOR
A0A0K1CY61,Nonstructural protein NS3-4A,Unclassified,A0A0K1CY61_9HEPC,
Q9UNI1,Chymotrypsin-like elastase family member 1,Enzyme,CELA1_HUMAN,
C1KIQ2,NS3 protease,Unclassified,C1KIQ2_9HEPC,
Q0ZMF1,NS3 protease,Unclassified,Q0ZMF1_9HEPC,
Q91RS4,NS3 protease,Unclassified,Q91RS4_9HEPC,
Q04912,Macrophage-stimulating protein receptor,Kinase,RON_HUMAN,
Q15303,Receptor tyrosine-protein kinase erbB-4,Kinase,ERBB4_HUMAN,INHIBITOR
Q02763,Angiopoietin-1 receptor,Kinase,TIE2_HUMAN,INHIBITOR
P29322,Ephrin type-A receptor 8,Kinase,EPHA8_HUMAN,INHIBITOR
P54756,Ephrin type-A receptor 5,Kinase,EPHA5_HUMAN,INHIBITOR
P54764,Ephrin type-A receptor 4,Kinase,EPHA4_HUMAN,INHIBITOR
Q9UF33,Ephrin type-A receptor 6,Kinase,EPHA6_HUMAN,INHIBITOR
P29320,Ephrin type-A receptor 3,Kinase,EPHA3_HUMAN,INHIBITOR
P54762,Ephrin type-B receptor 1,Kinase,EPHB1_HUMAN,INHIBITOR
Q15375,Ephrin type-A receptor 7,Kinase,EPHA7_HUMAN,INHIBITOR
P54760,Ephrin type-B receptor 4,Kinase,EPHB4_HUMAN,INHIBITOR
Q13882,Protein-tyrosine kinase 6,Kinase,PTK6_HUMAN,INHIBITOR
P29323,Ephrin type-B receptor 2,Kinase,EPHB2_HUMAN,INHIBITOR
P21709,Ephrin type-A receptor 1,Kinase,EPHA1_HUMAN,INHIBITOR
O15197,Ephrin type-B receptor 6,Kinase,EPHB6_HUMAN,INHIBITOR
P21860,Receptor tyrosine-protein kinase erbB-3,Kinase,ERBB3_HUMAN,INHIBITOR
Q8WU08,Serine/threonine-protein kinase 32A,Kinase,ST32A_HUMAN,
Q182S6|Q18CF1|Q18CF3|Q18CI5,DNA-directed RNA polymerase,Enzyme,RPOZ_PEPD6|RPOB_PEPD6|RPOC_PEPD6|RPOA_PEPD6,INHIBITOR
P56696,Potassium voltage-gated channel subfamily KQT member 4,Ion channel,KCNQ4_HUMAN,ACTIVATOR
Q9Z351,Potassium voltage-gated channel subfamily KQT member 2,Ion channel,KCNQ2_MOUSE,
P00742,Coagulation factor X,Enzyme,FA10_HUMAN,INHIBITOR
O19045,Coagulation factor X,Enzyme,FA10_RABIT,
Q9H244,P2Y purinoceptor 12,GPCR,P2Y12_HUMAN,NEGATIVE ALLOSTERIC MODULATOR
Q9EPX4,P2Y purinoceptor 12,GPCR,P2Y12_RAT,
P01116,GTPase KRas,Enzyme,RASK_HUMAN,
P22830,"Ferrochelatase, mitochondrial",Enzyme,HEMH_HUMAN,
P30411,B2 bradykinin receptor,GPCR,BKRB2_HUMAN,ANTAGONIST
P25023,B2 bradykinin receptor,GPCR,BKRB2_RAT,
O70526,B2 bradykinin receptor,GPCR,BKRB2_CAVPO,
P46663,B1 bradykinin receptor,GPCR,BKRB1_HUMAN,ANTAGONIST
P32299,B2 bradykinin receptor,GPCR,BKRB2_MOUSE,ANTAGONIST
P97583,B1 bradykinin receptor,GPCR,BKRB1_RAT,ANTAGONIST
P08581,Hepatocyte growth factor receptor,Kinase,MET_HUMAN,INHIBITOR
Q9UM73,ALK tyrosine kinase receptor,Kinase,ALK_HUMAN,INHIBITOR
